# Analysis start time: 				19969.760000000002 ms
# Analysis stop time:				21377.960000000003 ms
# Upper limit for maxima:			50.0 mV
# Lower limit for maxima:			-10.0 mV
# Upper limit for minima:			-50.0 mV
# Lower limit for minima:			-90.0 mV
# Maximum peak half width:			250.0 ms
# Minimum peak amplitude:			50.0 mV
# Running average window size:		25
# Window multiplier for derivative:	1.0
# Window multiplier for maxima:		4.0
# Window multiplier for minima:		16.0
# Time (ms)	Averaged signal (mV)	Filtered average (mV)
1.007600e+02	-5.997875e+01	-5.998602e+01
1.007800e+02	-5.997467e+01	-5.998643e+01
1.008000e+02	-5.997620e+01	-5.998729e+01
1.008200e+02	-5.997773e+01	-5.998826e+01
1.008400e+02	-5.998280e+01	-5.998904e+01
1.008600e+02	-5.998992e+01	-5.999018e+01
1.008800e+02	-5.999757e+01	-5.999118e+01
1.009000e+02	-6.000110e+01	-5.999207e+01
1.009200e+02	-6.000367e+01	-5.999229e+01
1.009400e+02	-5.999908e+01	-5.999245e+01
1.009600e+02	-6.000265e+01	-5.999278e+01
1.009800e+02	-6.000113e+01	-5.999316e+01
1.010000e+02	-5.999398e+01	-5.999331e+01
1.010200e+02	-5.998790e+01	-5.999325e+01
1.010400e+02	-5.998687e+01	-5.999272e+01
1.010600e+02	-5.998892e+01	-5.999233e+01
1.010800e+02	-5.999042e+01	-5.999176e+01
1.011000e+02	-5.998232e+01	-5.999083e+01
1.011200e+02	-5.998178e+01	-5.999015e+01
1.011400e+02	-5.998228e+01	-5.999036e+01
1.011600e+02	-5.999093e+01	-5.999098e+01
1.011800e+02	-5.999605e+01	-5.999223e+01
1.012000e+02	-6.000113e+01	-5.999362e+01
1.012200e+02	-6.000468e+01	-5.999595e+01
1.012400e+02	-6.000165e+01	-5.999877e+01
1.012600e+02	-6.000215e+01	-6.000182e+01
1.012800e+02	-6.000417e+01	-6.000481e+01
1.013000e+02	-6.000012e+01	-6.000737e+01
1.013200e+02	-6.000012e+01	-6.000970e+01
1.013400e+02	-6.000925e+01	-6.001148e+01
1.013600e+02	-6.001487e+01	-6.001259e+01
1.013800e+02	-6.001332e+01	-6.001290e+01
1.014000e+02	-6.001790e+01	-6.001296e+01
1.014200e+02	-6.001993e+01	-6.001339e+01
1.014400e+02	-6.002297e+01	-6.001396e+01
1.014600e+02	-6.001992e+01	-6.001470e+01
1.014800e+02	-6.001842e+01	-6.001493e+01
1.015000e+02	-6.001128e+01	-6.001507e+01
1.015200e+02	-6.000417e+01	-6.001489e+01
1.015400e+02	-6.000467e+01	-6.001430e+01
1.015600e+02	-6.000517e+01	-6.001280e+01
1.015800e+02	-6.001182e+01	-6.001046e+01
1.016000e+02	-6.000977e+01	-6.000851e+01
1.016200e+02	-6.001535e+01	-6.000649e+01
1.016400e+02	-6.001282e+01	-6.000426e+01
1.016600e+02	-6.000722e+01	-6.000260e+01
1.016800e+02	-6.000213e+01	-6.000070e+01
1.017000e+02	-5.999602e+01	-5.999909e+01
1.017200e+02	-6.000112e+01	-5.999744e+01
1.017400e+02	-5.999245e+01	-5.999611e+01
1.017600e+02	-5.998840e+01	-5.999437e+01
1.017800e+02	-5.998687e+01	-5.999226e+01
1.018000e+02	-5.998790e+01	-5.999035e+01
1.018200e+02	-5.999197e+01	-5.998868e+01
1.018400e+02	-5.998738e+01	-5.998791e+01
1.018600e+02	-5.998992e+01	-5.998762e+01
1.018800e+02	-5.998942e+01	-5.998822e+01
1.019000e+02	-5.998230e+01	-5.998886e+01
1.019200e+02	-5.998790e+01	-5.998945e+01
1.019400e+02	-5.998943e+01	-5.999010e+01
1.019600e+02	-5.999195e+01	-5.999079e+01
1.019800e+02	-5.999042e+01	-5.999194e+01
1.020000e+02	-5.999502e+01	-5.999302e+01
1.020200e+02	-5.999807e+01	-5.999401e+01
1.020400e+02	-5.999908e+01	-5.999523e+01
1.020600e+02	-6.000062e+01	-5.999635e+01
1.020800e+02	-5.999857e+01	-5.999750e+01
1.021000e+02	-5.999502e+01	-5.999853e+01
1.021200e+02	-5.999247e+01	-5.999937e+01
1.021400e+02	-5.999755e+01	-6.000021e+01
1.021600e+02	-6.000162e+01	-6.000068e+01
1.021800e+02	-6.000367e+01	-6.000174e+01
1.022000e+02	-6.000317e+01	-6.000306e+01
1.022200e+02	-6.000722e+01	-6.000412e+01
1.022400e+02	-6.000570e+01	-6.000492e+01
1.022600e+02	-6.000620e+01	-6.000591e+01
1.022800e+02	-6.000113e+01	-6.000642e+01
1.023000e+02	-6.000315e+01	-6.000695e+01
1.023200e+02	-6.000770e+01	-6.000744e+01
1.023400e+02	-6.000620e+01	-6.000756e+01
1.023600e+02	-6.001282e+01	-6.000770e+01
1.023800e+02	-6.001487e+01	-6.000768e+01
1.024000e+02	-6.001433e+01	-6.000760e+01
1.024200e+02	-6.000773e+01	-6.000727e+01
1.024400e+02	-6.000112e+01	-6.000680e+01
1.024600e+02	-6.000315e+01	-6.000586e+01
1.024800e+02	-6.000110e+01	-6.000500e+01
1.025000e+02	-5.999705e+01	-6.000377e+01
1.025200e+02	-6.000417e+01	-6.000225e+01
1.025400e+02	-6.000317e+01	-6.000075e+01
1.025600e+02	-6.000365e+01	-5.999883e+01
1.025800e+02	-6.000672e+01	-5.999717e+01
1.026000e+02	-5.999960e+01	-5.999553e+01
1.026200e+02	-5.999248e+01	-5.999488e+01
1.026400e+02	-5.998942e+01	-5.999459e+01
1.026600e+02	-5.999045e+01	-5.999425e+01
1.026800e+02	-5.998892e+01	-5.999396e+01
1.027000e+02	-5.999145e+01	-5.999385e+01
1.027200e+02	-5.999093e+01	-5.999381e+01
1.027400e+02	-5.999350e+01	-5.999388e+01
1.027600e+02	-5.999858e+01	-5.999397e+01
1.027800e+02	-5.999197e+01	-5.999517e+01
1.028000e+02	-5.999958e+01	-5.999692e+01
1.028200e+02	-6.000213e+01	-5.999948e+01
1.028400e+02	-6.000417e+01	-6.000268e+01
1.028600e+02	-5.999858e+01	-6.000526e+01
1.028800e+02	-6.000060e+01	-6.000722e+01
1.029000e+02	-6.000927e+01	-6.000877e+01
1.029200e+02	-6.001130e+01	-6.001010e+01
1.029400e+02	-6.000823e+01	-6.001085e+01
1.029600e+02	-6.001537e+01	-6.001142e+01
1.029800e+02	-6.001943e+01	-6.001171e+01
1.030000e+02	-6.002248e+01	-6.001171e+01
1.030200e+02	-6.001893e+01	-6.001153e+01
1.030400e+02	-6.001538e+01	-6.001041e+01
1.030600e+02	-6.000623e+01	-6.000992e+01
1.030800e+02	-6.000012e+01	-6.000926e+01
1.031000e+02	-6.000317e+01	-6.000850e+01
1.031200e+02	-6.000415e+01	-6.000709e+01
1.031400e+02	-6.000315e+01	-6.000546e+01
1.031600e+02	-6.000213e+01	-6.000404e+01
1.031800e+02	-6.000417e+01	-6.000261e+01
1.032000e+02	-6.000367e+01	-6.000144e+01
1.032200e+02	-6.000113e+01	-6.000122e+01
1.032400e+02	-6.000162e+01	-6.000186e+01
1.032600e+02	-6.000468e+01	-6.000328e+01
1.032800e+02	-6.000975e+01	-6.000504e+01
1.033000e+02	-6.000212e+01	-6.000704e+01
1.033200e+02	-6.000368e+01	-6.000873e+01
1.033400e+02	-6.000468e+01	-6.001014e+01
1.033600e+02	-6.000722e+01	-6.001151e+01
1.033800e+02	-6.001028e+01	-6.001284e+01
1.034000e+02	-6.001687e+01	-6.001426e+01
1.034200e+02	-6.002502e+01	-6.001566e+01
1.034400e+02	-6.002452e+01	-6.001708e+01
1.034600e+02	-6.002300e+01	-6.001841e+01
1.034800e+02	-6.002095e+01	-6.001941e+01
1.035000e+02	-6.001995e+01	-6.002026e+01
1.035200e+02	-6.001945e+01	-6.002121e+01
1.035400e+02	-6.001895e+01	-6.002251e+01
1.035600e+02	-6.001892e+01	-6.002299e+01
1.035800e+02	-6.001792e+01	-6.002321e+01
1.036000e+02	-6.002147e+01	-6.002329e+01
1.036200e+02	-6.002452e+01	-6.002288e+01
1.036400e+02	-6.002300e+01	-6.002181e+01
1.036600e+02	-6.002198e+01	-6.002052e+01
1.036800e+02	-6.002248e+01	-6.001942e+01
1.037000e+02	-6.002248e+01	-6.001810e+01
1.037200e+02	-6.002297e+01	-6.001726e+01
1.037400e+02	-6.002248e+01	-6.001680e+01
1.037600e+02	-6.001993e+01	-6.001692e+01
1.037800e+02	-6.001485e+01	-6.001752e+01
1.038000e+02	-6.001485e+01	-6.001804e+01
1.038200e+02	-6.001232e+01	-6.001857e+01
1.038400e+02	-6.000620e+01	-6.001933e+01
1.038600e+02	-6.000672e+01	-6.002039e+01
1.038800e+02	-6.001282e+01	-6.002151e+01
1.039000e+02	-6.001993e+01	-6.002252e+01
1.039200e+02	-6.002757e+01	-6.002364e+01
1.039400e+02	-6.003825e+01	-6.002466e+01
1.039600e+02	-6.003772e+01	-6.002568e+01
1.039800e+02	-6.003670e+01	-6.002648e+01
1.040000e+02	-6.003113e+01	-6.002681e+01
1.040200e+02	-6.002453e+01	-6.002662e+01
1.040400e+02	-6.002603e+01	-6.002566e+01
1.040600e+02	-6.002603e+01	-6.002433e+01
1.040800e+02	-6.002043e+01	-6.002219e+01
1.041000e+02	-6.001638e+01	-6.001903e+01
1.041200e+02	-6.001637e+01	-6.001543e+01
1.041400e+02	-6.001537e+01	-6.001199e+01
1.041600e+02	-6.000925e+01	-6.000893e+01
1.041800e+02	-6.000673e+01	-6.000656e+01
1.042000e+02	-6.000112e+01	-6.000541e+01
1.042200e+02	-5.999858e+01	-6.000458e+01
1.042400e+02	-6.000010e+01	-6.000437e+01
1.042600e+02	-6.000062e+01	-6.000451e+01
1.042800e+02	-6.000213e+01	-6.000494e+01
1.043000e+02	-6.000213e+01	-6.000652e+01
1.043200e+02	-6.000773e+01	-6.000876e+01
1.043400e+02	-6.001385e+01	-6.001166e+01
1.043600e+02	-6.001792e+01	-6.001494e+01
1.043800e+02	-6.001945e+01	-6.001852e+01
1.044000e+02	-6.002198e+01	-6.002239e+01
1.044200e+02	-6.002350e+01	-6.002563e+01
1.044400e+02	-6.002350e+01	-6.002811e+01
1.044600e+02	-6.003062e+01	-6.003008e+01
1.044800e+02	-6.003468e+01	-6.003105e+01
1.045000e+02	-6.003928e+01	-6.003165e+01
1.045200e+02	-6.004232e+01	-6.003204e+01
1.045400e+02	-6.003773e+01	-6.003179e+01
1.045600e+02	-6.003875e+01	-6.003085e+01
1.045800e+02	-6.003163e+01	-6.002935e+01
1.046000e+02	-6.002553e+01	-6.002770e+01
1.046200e+02	-6.002198e+01	-6.002604e+01
1.046400e+02	-6.001485e+01	-6.002413e+01
1.046600e+02	-6.001535e+01	-6.002234e+01
1.046800e+02	-6.002045e+01	-6.002074e+01
1.047000e+02	-6.001687e+01	-6.001962e+01
1.047200e+02	-6.002247e+01	-6.001953e+01
1.047400e+02	-6.002197e+01	-6.002055e+01
1.047600e+02	-6.001638e+01	-6.002233e+01
1.047800e+02	-6.001788e+01	-6.002450e+01
1.048000e+02	-6.001893e+01	-6.002673e+01
1.048200e+02	-6.002552e+01	-6.002918e+01
1.048400e+02	-6.003012e+01	-6.003125e+01
1.048600e+02	-6.003317e+01	-6.003306e+01
1.048800e+02	-6.004028e+01	-6.003460e+01
1.049000e+02	-6.004488e+01	-6.003527e+01
1.049200e+02	-6.004893e+01	-6.003491e+01
1.049400e+02	-6.004688e+01	-6.003428e+01
1.049600e+02	-6.004182e+01	-6.003320e+01
1.049800e+02	-6.003162e+01	-6.003225e+01
1.050000e+02	-6.002605e+01	-6.003153e+01
1.050200e+02	-6.002603e+01	-6.003038e+01
1.050400e+02	-6.002348e+01	-6.002927e+01
1.050600e+02	-6.002298e+01	-6.002821e+01
1.050800e+02	-6.002348e+01	-6.002707e+01
1.051000e+02	-6.001993e+01	-6.002608e+01
1.051200e+02	-6.001637e+01	-6.002521e+01
1.051400e+02	-6.001587e+01	-6.002494e+01
1.051600e+02	-6.002653e+01	-6.002585e+01
1.051800e+02	-6.003367e+01	-6.002761e+01
1.052000e+02	-6.003672e+01	-6.002975e+01
1.052200e+02	-6.004080e+01	-6.003197e+01
1.052400e+02	-6.003772e+01	-6.003404e+01
1.052600e+02	-6.003827e+01	-6.003587e+01
1.052800e+02	-6.003622e+01	-6.003774e+01
1.053000e+02	-6.003265e+01	-6.003906e+01
1.053200e+02	-6.003775e+01	-6.004025e+01
1.053400e+02	-6.004082e+01	-6.004148e+01
1.053600e+02	-6.004538e+01	-6.004217e+01
1.053800e+02	-6.004945e+01	-6.004268e+01
1.054000e+02	-6.004332e+01	-6.004307e+01
1.054200e+02	-6.004230e+01	-6.004393e+01
1.054400e+02	-6.004332e+01	-6.004513e+01
1.054600e+02	-6.004587e+01	-6.004633e+01
1.054800e+02	-6.004387e+01	-6.004805e+01
1.055000e+02	-6.004438e+01	-6.004944e+01
1.055200e+02	-6.004383e+01	-6.005029e+01
1.055400e+02	-6.005098e+01	-6.005075e+01
1.055600e+02	-6.005350e+01	-6.005060e+01
1.055800e+02	-6.005403e+01	-6.005066e+01
1.056000e+02	-6.005963e+01	-6.005052e+01
1.056200e+02	-6.005708e+01	-6.005048e+01
1.056400e+02	-6.005353e+01	-6.005053e+01
1.056600e+02	-6.005097e+01	-6.005008e+01
1.056800e+02	-6.004892e+01	-6.004938e+01
1.057000e+02	-6.004945e+01	-6.004900e+01
1.057200e+02	-6.004232e+01	-6.004905e+01
1.057400e+02	-6.004028e+01	-6.004895e+01
1.057600e+02	-6.004537e+01	-6.004870e+01
1.057800e+02	-6.004587e+01	-6.004797e+01
1.058000e+02	-6.004742e+01	-6.004751e+01
1.058200e+02	-6.004385e+01	-6.004689e+01
1.058400e+02	-6.004590e+01	-6.004636e+01
1.058600e+02	-6.004638e+01	-6.004617e+01
1.058800e+02	-6.004893e+01	-6.004564e+01
1.059000e+02	-6.005148e+01	-6.004460e+01
1.059200e+02	-6.005452e+01	-6.004359e+01
1.059400e+02	-6.004942e+01	-6.004257e+01
1.059600e+02	-6.004232e+01	-6.004165e+01
1.059800e+02	-6.003773e+01	-6.004027e+01
1.060000e+02	-6.003418e+01	-6.003864e+01
1.060200e+02	-6.003468e+01	-6.003747e+01
1.060400e+02	-6.003162e+01	-6.003651e+01
1.060600e+02	-6.003317e+01	-6.003600e+01
1.060800e+02	-6.002960e+01	-6.003522e+01
1.061000e+02	-6.002805e+01	-6.003458e+01
1.061200e+02	-6.003112e+01	-6.003387e+01
1.061400e+02	-6.003773e+01	-6.003333e+01
1.061600e+02	-6.003673e+01	-6.003292e+01
1.061800e+02	-6.003622e+01	-6.003301e+01
1.062000e+02	-6.003670e+01	-6.003306e+01
1.062200e+02	-6.003773e+01	-6.003282e+01
1.062400e+02	-6.003978e+01	-6.003274e+01
1.062600e+02	-6.003775e+01	-6.003284e+01
1.062800e+02	-6.003570e+01	-6.003381e+01
1.063000e+02	-6.003012e+01	-6.003502e+01
1.063200e+02	-6.003012e+01	-6.003678e+01
1.063400e+02	-6.002910e+01	-6.003854e+01
1.063600e+02	-6.003113e+01	-6.004030e+01
1.063800e+02	-6.003317e+01	-6.004199e+01
1.064000e+02	-6.003875e+01	-6.004403e+01
1.064200e+02	-6.004232e+01	-6.004553e+01
1.064400e+02	-6.004840e+01	-6.004664e+01
1.064600e+02	-6.005708e+01	-6.004727e+01
1.064800e+02	-6.006063e+01	-6.004756e+01
1.065000e+02	-6.006368e+01	-6.004788e+01
1.065200e+02	-6.005758e+01	-6.004825e+01
1.065400e+02	-6.005502e+01	-6.004856e+01
1.065600e+02	-6.004945e+01	-6.004866e+01
1.065800e+02	-6.004487e+01	-6.004849e+01
1.066000e+02	-6.003875e+01	-6.004747e+01
1.066200e+02	-6.003672e+01	-6.004602e+01
1.066400e+02	-6.003165e+01	-6.004429e+01
1.066600e+02	-6.003418e+01	-6.004232e+01
1.066800e+02	-6.003572e+01	-6.004026e+01
1.067000e+02	-6.004078e+01	-6.003847e+01
1.067200e+02	-6.004640e+01	-6.003776e+01
1.067400e+02	-6.004893e+01	-6.003796e+01
1.067600e+02	-6.004690e+01	-6.003916e+01
1.067800e+02	-6.004487e+01	-6.004068e+01
1.068000e+02	-6.003775e+01	-6.004229e+01
1.068200e+02	-6.003420e+01	-6.004357e+01
1.068400e+02	-6.003878e+01	-6.004474e+01
1.068600e+02	-6.004082e+01	-6.004607e+01
1.068800e+02	-6.004132e+01	-6.004722e+01
1.069000e+02	-6.004738e+01	-6.004774e+01
1.069200e+02	-6.005250e+01	-6.004843e+01
1.069400e+02	-6.005810e+01	-6.004904e+01
1.069600e+02	-6.005655e+01	-6.004945e+01
1.069800e+02	-6.005400e+01	-6.005002e+01
1.070000e+02	-6.004993e+01	-6.005069e+01
1.070200e+02	-6.004590e+01	-6.005113e+01
1.070400e+02	-6.004740e+01	-6.005148e+01
1.070600e+02	-6.005302e+01	-6.005102e+01
1.070800e+02	-6.005503e+01	-6.005002e+01
1.071000e+02	-6.004792e+01	-6.004899e+01
1.071200e+02	-6.004692e+01	-6.004749e+01
1.071400e+02	-6.004842e+01	-6.004581e+01
1.071600e+02	-6.004283e+01	-6.004403e+01
1.071800e+02	-6.003877e+01	-6.004215e+01
1.072000e+02	-6.004128e+01	-6.004055e+01
1.072200e+02	-6.004080e+01	-6.003900e+01
1.072400e+02	-6.003978e+01	-6.003782e+01
1.072600e+02	-6.003977e+01	-6.003693e+01
1.072800e+02	-6.003622e+01	-6.003617e+01
1.073000e+02	-6.003722e+01	-6.003617e+01
1.073200e+02	-6.003520e+01	-6.003723e+01
1.073400e+02	-6.003215e+01	-6.003919e+01
1.073600e+02	-6.003520e+01	-6.004119e+01
1.073800e+02	-6.003265e+01	-6.004339e+01
1.074000e+02	-6.003622e+01	-6.004573e+01
1.074200e+02	-6.004383e+01	-6.004758e+01
1.074400e+02	-6.005045e+01	-6.004883e+01
1.074600e+02	-6.005808e+01	-6.005003e+01
1.074800e+02	-6.006010e+01	-6.005091e+01
1.075000e+02	-6.006113e+01	-6.005135e+01
1.075200e+02	-6.006368e+01	-6.005142e+01
1.075400e+02	-6.006012e+01	-6.005101e+01
1.075600e+02	-6.005503e+01	-6.005024e+01
1.075800e+02	-6.004790e+01	-6.004870e+01
1.076000e+02	-6.004283e+01	-6.004655e+01
1.076200e+02	-6.003723e+01	-6.004427e+01
1.076400e+02	-6.003418e+01	-6.004151e+01
1.076600e+02	-6.003317e+01	-6.003873e+01
1.076800e+02	-6.003367e+01	-6.003644e+01
1.077000e+02	-6.003113e+01	-6.003472e+01
1.077200e+02	-6.003012e+01	-6.003326e+01
1.077400e+02	-6.003062e+01	-6.003185e+01
1.077600e+02	-6.003115e+01	-6.003066e+01
1.077800e+02	-6.002910e+01	-6.003039e+01
1.078000e+02	-6.002908e+01	-6.003039e+01
1.078200e+02	-6.003367e+01	-6.003033e+01
1.078400e+02	-6.003470e+01	-6.003007e+01
1.078600e+02	-6.003417e+01	-6.002953e+01
1.078800e+02	-6.003367e+01	-6.002847e+01
1.079000e+02	-6.003112e+01	-6.002676e+01
1.079200e+02	-6.002503e+01	-6.002483e+01
1.079400e+02	-6.001742e+01	-6.002278e+01
1.079600e+02	-6.001842e+01	-6.002047e+01
1.079800e+02	-6.002097e+01	-6.001823e+01
1.080000e+02	-6.002248e+01	-6.001636e+01
1.080200e+02	-6.001485e+01	-6.001441e+01
1.080400e+02	-6.001080e+01	-6.001285e+01
1.080600e+02	-6.000927e+01	-6.001201e+01
1.080800e+02	-6.000620e+01	-6.001196e+01
1.081000e+02	-6.000417e+01	-6.001240e+01
1.081200e+02	-6.000468e+01	-6.001267e+01
1.081400e+02	-6.001028e+01	-6.001314e+01
1.081600e+02	-6.001232e+01	-6.001396e+01
1.081800e+02	-6.001588e+01	-6.001426e+01
1.082000e+02	-6.002043e+01	-6.001432e+01
1.082200e+02	-6.002198e+01	-6.001462e+01
1.082400e+02	-6.002045e+01	-6.001528e+01
1.082600e+02	-6.002758e+01	-6.001643e+01
1.082800e+02	-6.002553e+01	-6.001735e+01
1.083000e+02	-6.001790e+01	-6.001823e+01
1.083200e+02	-6.001230e+01	-6.001923e+01
1.083400e+02	-6.000773e+01	-6.001984e+01
1.083600e+02	-6.001383e+01	-6.002018e+01
1.083800e+02	-6.001587e+01	-6.002028e+01
1.084000e+02	-6.001332e+01	-6.002024e+01
1.084200e+02	-6.002148e+01	-6.001988e+01
1.084400e+02	-6.002248e+01	-6.001941e+01
1.084600e+02	-6.002348e+01	-6.001878e+01
1.084800e+02	-6.002502e+01	-6.001862e+01
1.085000e+02	-6.002400e+01	-6.001847e+01
1.085200e+02	-6.002452e+01	-6.001867e+01
1.085400e+02	-6.002250e+01	-6.001886e+01
1.085600e+02	-6.001738e+01	-6.001815e+01
1.085800e+02	-6.001690e+01	-6.001724e+01
1.086000e+02	-6.001333e+01	-6.001629e+01
1.086200e+02	-6.000978e+01	-6.001572e+01
1.086400e+02	-6.001027e+01	-6.001535e+01
1.086600e+02	-6.001180e+01	-6.001489e+01
1.086800e+02	-6.001333e+01	-6.001508e+01
1.087000e+02	-6.001995e+01	-6.001551e+01
1.087200e+02	-6.001485e+01	-6.001622e+01
1.087400e+02	-6.001283e+01	-6.001749e+01
1.087600e+02	-6.001537e+01	-6.001920e+01
1.087800e+02	-6.001690e+01	-6.002113e+01
1.088000e+02	-6.002860e+01	-6.002288e+01
1.088200e+02	-6.003010e+01	-6.002478e+01
1.088400e+02	-6.002757e+01	-6.002656e+01
1.088600e+02	-6.002807e+01	-6.002745e+01
1.088800e+02	-6.002858e+01	-6.002759e+01
1.089000e+02	-6.002908e+01	-6.002742e+01
1.089200e+02	-6.002910e+01	-6.002714e+01
1.089400e+02	-6.003012e+01	-6.002648e+01
1.089600e+02	-6.003112e+01	-6.002611e+01
1.089800e+02	-6.002808e+01	-6.002539e+01
1.090000e+02	-6.002250e+01	-6.002443e+01
1.090200e+02	-6.002097e+01	-6.002282e+01
1.090400e+02	-6.002300e+01	-6.002130e+01
1.090600e+02	-6.001385e+01	-6.002016e+01
1.090800e+02	-6.001028e+01	-6.001933e+01
1.091000e+02	-6.001587e+01	-6.001868e+01
1.091200e+02	-6.001997e+01	-6.001851e+01
1.091400e+02	-6.002047e+01	-6.001880e+01
1.091600e+02	-6.001893e+01	-6.001916e+01
1.091800e+02	-6.002248e+01	-6.001970e+01
1.092000e+02	-6.002197e+01	-6.002046e+01
1.092200e+02	-6.001995e+01	-6.002140e+01
1.092400e+02	-6.001688e+01	-6.002239e+01
1.092600e+02	-6.002603e+01	-6.002310e+01
1.092800e+02	-6.002402e+01	-6.002437e+01
1.093000e+02	-6.003062e+01	-6.002614e+01
1.093200e+02	-6.003263e+01	-6.002769e+01
1.093400e+02	-6.003267e+01	-6.002937e+01
1.093600e+02	-6.002962e+01	-6.003121e+01
1.093800e+02	-6.002605e+01	-6.003337e+01
1.094000e+02	-6.002860e+01	-6.003546e+01
1.094200e+02	-6.003010e+01	-6.003697e+01
1.094400e+02	-6.003263e+01	-6.003861e+01
1.094600e+02	-6.003772e+01	-6.003931e+01
1.094800e+02	-6.004232e+01	-6.003885e+01
1.095000e+02	-6.004993e+01	-6.003768e+01
1.095200e+02	-6.004638e+01	-6.003661e+01
1.095400e+02	-6.004587e+01	-6.003511e+01
1.095600e+02	-6.004333e+01	-6.003384e+01
1.095800e+02	-6.003470e+01	-6.003248e+01
1.096000e+02	-6.003265e+01	-6.003149e+01
1.096200e+02	-6.002555e+01	-6.003031e+01
1.096400e+02	-6.001993e+01	-6.002860e+01
1.096600e+02	-6.001892e+01	-6.002704e+01
1.096800e+02	-6.000978e+01	-6.002567e+01
1.097000e+02	-6.001435e+01	-6.002425e+01
1.097200e+02	-6.002300e+01	-6.002322e+01
1.097400e+02	-6.002452e+01	-6.002269e+01
1.097600e+02	-6.002657e+01	-6.002268e+01
1.097800e+02	-6.002808e+01	-6.002261e+01
1.098000e+02	-6.002858e+01	-6.002306e+01
1.098200e+02	-6.003267e+01	-6.002411e+01
1.098400e+02	-6.002707e+01	-6.002493e+01
1.098600e+02	-6.002603e+01	-6.002585e+01
1.098800e+02	-6.002908e+01	-6.002672e+01
1.099000e+02	-6.002707e+01	-6.002701e+01
1.099200e+02	-6.002300e+01	-6.002710e+01
1.099400e+02	-6.002450e+01	-6.002696e+01
1.099600e+02	-6.002298e+01	-6.002697e+01
1.099800e+02	-6.002095e+01	-6.002733e+01
1.100000e+02	-6.002503e+01	-6.002772e+01
1.100200e+02	-6.003113e+01	-6.002808e+01
1.100400e+02	-6.003163e+01	-6.002866e+01
1.100600e+02	-6.002808e+01	-6.002954e+01
1.100800e+02	-6.003013e+01	-6.003057e+01
1.101000e+02	-6.003215e+01	-6.003135e+01
1.101200e+02	-6.002960e+01	-6.003200e+01
1.101400e+02	-6.003520e+01	-6.003251e+01
1.101600e+02	-6.003927e+01	-6.003252e+01
1.101800e+02	-6.003265e+01	-6.003182e+01
1.102000e+02	-6.003012e+01	-6.003091e+01
1.102200e+02	-6.002960e+01	-6.002915e+01
1.102400e+02	-6.002910e+01	-6.002725e+01
1.102600e+02	-6.003062e+01	-6.002543e+01
1.102800e+02	-6.002807e+01	-6.002375e+01
1.103000e+02	-6.002197e+01	-6.002246e+01
1.103200e+02	-6.002147e+01	-6.002134e+01
1.103400e+02	-6.001688e+01	-6.002056e+01
1.103600e+02	-6.001230e+01	-6.002002e+01
1.103800e+02	-6.001182e+01	-6.001951e+01
1.104000e+02	-6.001282e+01	-6.001936e+01
1.104200e+02	-6.001537e+01	-6.001968e+01
1.104400e+02	-6.001535e+01	-6.001959e+01
1.104600e+02	-6.002502e+01	-6.001922e+01
1.104800e+02	-6.002352e+01	-6.001926e+01
1.105000e+02	-6.002452e+01	-6.001934e+01
1.105200e+02	-6.003012e+01	-6.001968e+01
1.105400e+02	-6.002807e+01	-6.002032e+01
1.105600e+02	-6.002350e+01	-6.002103e+01
1.105800e+02	-6.002045e+01	-6.002200e+01
1.106000e+02	-6.001892e+01	-6.002270e+01
1.106200e+02	-6.001587e+01	-6.002272e+01
1.106400e+02	-6.001588e+01	-6.002247e+01
1.106600e+02	-6.001483e+01	-6.002184e+01
1.106800e+02	-6.001842e+01	-6.002094e+01
1.107000e+02	-6.002452e+01	-6.001992e+01
1.107200e+02	-6.002145e+01	-6.001964e+01
1.107400e+02	-6.002450e+01	-6.001927e+01
1.107600e+02	-6.002758e+01	-6.001917e+01
1.107800e+02	-6.002603e+01	-6.001996e+01
1.108000e+02	-6.002197e+01	-6.002108e+01
1.108200e+02	-6.001740e+01	-6.002199e+01
1.108400e+02	-6.001535e+01	-6.002295e+01
1.108600e+02	-6.001840e+01	-6.002385e+01
1.108800e+02	-6.001790e+01	-6.002427e+01
1.109000e+02	-6.002147e+01	-6.002464e+01
1.109200e+02	-6.002707e+01	-6.002483e+01
1.109400e+02	-6.002910e+01	-6.002523e+01
1.109600e+02	-6.002862e+01	-6.002655e+01
1.109800e+02	-6.003267e+01	-6.002778e+01
1.110000e+02	-6.003420e+01	-6.002945e+01
1.110200e+02	-6.003063e+01	-6.003101e+01
1.110400e+02	-6.002807e+01	-6.003223e+01
1.110600e+02	-6.003060e+01	-6.003300e+01
1.110800e+02	-6.002858e+01	-6.003295e+01
1.111000e+02	-6.002858e+01	-6.003210e+01
1.111200e+02	-6.003367e+01	-6.003107e+01
1.111400e+02	-6.003468e+01	-6.002962e+01
1.111600e+02	-6.003672e+01	-6.002857e+01
1.111800e+02	-6.003723e+01	-6.002746e+01
1.112000e+02	-6.002808e+01	-6.002619e+01
1.112200e+02	-6.002453e+01	-6.002491e+01
1.112400e+02	-6.001587e+01	-6.002366e+01
1.112600e+02	-6.001585e+01	-6.002249e+01
1.112800e+02	-6.001587e+01	-6.002128e+01
1.113000e+02	-6.001383e+01	-6.002009e+01
1.113200e+02	-6.001588e+01	-6.001873e+01
